case_identifier,case_title,document_title,document_type,party,argument_summary,legal_basis,key_keywords,court_followed,tribunal_reasoning
,RWE v. Netherlands,Decision on the Claimants’ Request for Provisional Measures,Interim & Provisional Measures,Claimant,The Claimants argued that the Tribunal has broad authority to order provisional measures under the ICSID Convention and Arbitration Rules to protect the exclusivity of ICSID arbitration and its own competence.,"ICSID Convention Art. 47, ICSID Arbitration Rule 39(1), Tokios Tokelés v. Ukraine","['provisional measures', 'exclusivity', 'kompetenz-kompetenz', 'ICSID Convention', 'Article 26']",Yes,The Tribunal confirmed its discretionary authority to recommend provisional measures under Article 47 of the ICSID Convention and Arbitration Rule 39(1).
,RWE v. Netherlands,Decision on the Claimants’ Request for Provisional Measures,Interim & Provisional Measures,Claimant,"The Claimants argued that the German Proceedings, initiated by the Netherlands, threaten the exclusivity of ICSID arbitration and the Tribunal's competence.","ICSID Convention Art. 26, ICSID Convention Art. 41","['German Proceedings', 'exclusivity', 'kompetenz-kompetenz', 'Article 26', 'Article 41']",Partial/Deferred,The Tribunal acknowledged the inherent danger posed by the German Proceedings but deferred granting the requested measures due to uncertainties and the Netherlands' assurances.
,RWE v. Netherlands,Decision on the Claimants’ Request for Provisional Measures,Interim & Provisional Measures,Claimant,The Claimants argued that the German Proceedings threaten the procedural integrity of the arbitration and their right to access arbitration under the ECT.,"ECT Art. 26, Quiborax v Bolivia","['procedural integrity', 'access to arbitration', 'ECT', 'anti-arbitration injunction']",Partial/Deferred,The Tribunal acknowledged the potential threat but deferred action due to uncertainties and the Netherlands' assurances.
,RWE v. Netherlands,Decision on the Claimants’ Request for Provisional Measures,Interim & Provisional Measures,Claimant,The Claimants argued that the requested provisional measures were necessary and urgent to protect their rights.,"Brower and Goodman, Provisional Measures and the Protection of ICSID Jurisdictional Exclusivity Against Municipal Proceedings","['urgency', 'necessity', 'provisional measures', 'jurisdictional exclusivity']",No,"The Tribunal found that the Claimants had not demonstrated that the measures were either urgent or necessary at the present time, given the uncertainties and the Netherlands' assurances."
,RWE v. Netherlands,Decision on the Claimants’ Request for Provisional Measures,Interim & Provisional Measures,Claimant,The Claimants argued that the risk of allowing the Netherlands to pursue the German Proceedings outweighs any burden on the Netherlands.,PL Holdings v Poland,"['proportionality', 'burden', 'EU law', 'PL Holdings']",No,"The Tribunal did not fully address this argument, as it denied the request for provisional measures at this time."
,RWE v. Netherlands,Decision on the Claimants’ Request for Provisional Measures,Interim & Provisional Measures,Respondent,The Respondent argued that the German Proceedings were initiated due to its obligations under EU law.,"Achmea, Komstroy, PL Holdings v Poland, TFEU Art. 344","['EU law', 'Achmea', 'Komstroy', 'PL Holdings', 'TFEU']",Yes,The Tribunal acknowledged the Netherlands' reliance on CJEU decisions and the European Commission's position regarding its obligations under EU law.
,RWE v. Netherlands,Decision on the Claimants’ Request for Provisional Measures,Interim & Provisional Measures,Respondent,The Respondent argued that the German Proceedings do not violate the ICSID Convention or the ECT.,"ICSID Convention Art. 26, ICSID Convention Art. 41","['ICSID Convention', 'Article 26', 'Article 41', 'exclusivity', 'kompetenz-kompetenz']",Yes,"The Tribunal accepted the Netherlands' position that the German Proceedings, as currently structured, did not infringe on its exclusive authority to determine its own competence, the Claimants' substantive rights, or the procedural integrity of the arbitration."
,RWE v. Netherlands,Decision on the Claimants’ Request for Provisional Measures,Interim & Provisional Measures,Respondent,The Respondent argued that the German Proceedings are only declaratory in nature and will not interfere with the arbitration.,ZPO Art. 1032,"['declaratory judgment', 'ZPO', 'German Proceedings', 'injunctive relief']",Yes,The Tribunal relied on the Netherlands' assurances that the German Proceedings would be limited to a declaratory judgment and would not interfere with the arbitration.
,RWE v. Netherlands,Decision on the Claimants’ Request for Provisional Measures,Interim & Provisional Measures,Respondent,The Respondent argued that the requested provisional measures were neither necessary nor urgent.,Occidental v Ecuador,"['necessity', 'urgency', 'provisional measures', 'Occidental v Ecuador']",Yes,The Tribunal agreed that the Claimants had not demonstrated that the measures were either urgent or necessary at the present time.
,RWE v. Netherlands,Decision on the Claimants’ Request for Provisional Measures,Interim & Provisional Measures,Respondent,The Respondent argued that the requested measures were disproportionate.,,"['proportionality', 'burden', 'EU law']",No,"The Tribunal did not fully address this argument, as it denied the request for provisional measures at this time."
,RWE v. Netherlands,Order of the Tribunal Taking Note of the Discontinuance of the Proceeding and Decision on Costs,Costs,Respondent,"The Respondent argued that the Tribunal has the power to order the Claimants to bear the costs of the arbitration, even in a discontinuance order.","ICSID Arbitration Rules, inherent powers, Procedural Order No. 1 Art. 28","['costs allocation', 'discontinuance', 'ICSID Arbitration Rules', 'inherent powers', 'Procedural Order No. 1']",Partial/Deferred,The Tribunal found that Article 28.2 of Procedural Order No. 1 did not give the Tribunal any power that it otherwise lacks to allocate costs in a discontinuance order. The Tribunal did not decide whether it had the power to allocate costs in a discontinuance order.
,RWE v. Netherlands,Order of the Tribunal Taking Note of the Discontinuance of the Proceeding and Decision on Costs,Costs,Respondent,"The Respondent argued that the Claimants' conduct, including unsuccessful applications and lack of transparency, constituted exceptional circumstances warranting the allocation of costs in favor of the Netherlands.","ICSID Arbitration Rules, case law on exceptional circumstances (e.g., *RSM v. Grenada*, *Quadrant v. Costa Rica*)","['exceptional circumstances', 'bifurcation', 'provisional measures', 'lack of transparency', 'costs allocation']",No,"The Tribunal found that the circumstances of the case were distinguishable from those where costs are awarded, and that it would be inequitable to order the Claimants to bear the Respondent's costs."
,RWE v. Netherlands,Order of the Tribunal Taking Note of the Discontinuance of the Proceeding and Decision on Costs,Costs,Claimant,"The Claimants argued that the Tribunal lacks the power to allocate costs following discontinuance, as there is no express rule in the ICSID Convention or Rules.","ICSID Convention Art. 61(2), ICSID Arbitration Rule 47(1)(j)","['costs allocation', 'discontinuance', 'ICSID Convention', 'ICSID Arbitration Rules']",Partial/Deferred,The Tribunal did not decide whether it had the power to allocate costs in a discontinuance order.
,RWE v. Netherlands,Order of the Tribunal Taking Note of the Discontinuance of the Proceeding and Decision on Costs,Costs,Claimant,"The Claimants argued that the Respondent's request for costs was a remarkable piece of procedural bad faith, as the Respondent successfully torpedoed the arbitration.",Principle of *nullus commodum capere de sua injuria propria*,"['bad faith', 'procedural bad faith', '*nullus commodum capere de sua injuria propria*', 'Achmea/Komstroy']",No,The Tribunal found that neither side behaved in a manner evincing bad faith.
,RWE v. Netherlands,Order of the Tribunal Taking Note of the Discontinuance of the Proceeding and Decision on Costs,Costs,Claimant,"The Claimants argued that even if the Tribunal had the authority to allocate costs, there was no legal basis for such an allocation because the Respondent had unconditionally consented to the discontinuance.",ICSID Arbitration Rule 44,"['discontinuance', 'consent', 'ICSID Arbitration Rule 44']",Yes,"The Tribunal did not order costs, and the decision was based on the circumstances of the case, not on the lack of authority to allocate costs."
,Optima v. USA (I),Decision on the Claimant's Proposal to Disqualify Mr. M. as Arbitrator,Arbitrator & Judge Challenge,Claimant,"The Claimants argued that Mr. M. should be disqualified due to his prior employment relationship with the United States government, which creates an appearance of bias.","ICSID Convention Art. 57, ICSID Convention Art. 14(1), ICSID Arbitration Rule 9, IBA Guidelines on Conflicts of Interest in International Arbitration (Orange List 3.4.2)","['disqualification', 'former government official', 'appearance of bias', 'ICSID Convention', 'IBA Guidelines']",No,"The Chair found that prior service in the US administration, by itself, does not justify exclusion from the Tribunal. The Chair noted that there are numerous examples of ISDS cases where prior government service has not been seen, in and of itself, as a basis to exclude a person from service as an arbitrator."
,Optima v. USA (I),Decision on the Claimant's Proposal to Disqualify Mr. M. as Arbitrator,Arbitrator & Judge Challenge,Claimant,"The Claimants argued that Mr. M.'s current employment with the US Government as a member of the HSAC, creates an appearance of bias and requires his disqualification.","ICSID Convention Art. 57, ICSID Convention Art. 14(1), ICSID Arbitration Rule 9, IBA Guidelines on Conflicts of Interest in International Arbitration (Non-Waivable and Waivable Red Lists)","['disqualification', 'current government employment', 'HSAC', 'appearance of bias', 'IBA Guidelines']",Yes,"The Chair found that by serving on a tribunal while simultaneously acting as an advisor to one of the disputing parties, the arbitrator inevitably risks creating an appearance that he lacks impartiality and independence. The Chair upheld the Disqualification Proposal on this basis."
,Optima v. USA (I),Decision on the Claimant's Proposal to Disqualify Mr. M. as Arbitrator,Arbitrator & Judge Challenge,Claimant,"The Claimants argued that Mr. M.'s public statements and writings on the interplay between customary international law and US domestic law, and his stance on asset forfeiture, demonstrate a lack of impartiality.","ICSID Convention Art. 57, ICSID Convention Art. 14(1), ICSID Arbitration Rule 9","['disqualification', 'public statements', 'international law', 'asset forfeiture', 'impartiality']",No,"The Chair found that the fact that Mr. M. espoused certain views as an advocate, acting on behalf of a client (in this case, the US Government), does not lead to the conclusion that he would not approach the matters in dispute in this case with an open mind. Likewise, these general statements made by Mr. M. in academic fora would not lead an objective observer to conclude that he is manifestly unreliable to exercise impartial judgement in the present case."
,Optima v. USA (I),Decision on the Claimant's Proposal to Disqualify Mr. M. as Arbitrator,Arbitrator & Judge Challenge,Claimant,"The Claimants argued that Mr. M.'s alleged access to confidential information about the Claimants, due to his past positions, warrants his disqualification.","ICSID Convention Art. 57, ICSID Convention Art. 14(1), ICSID Arbitration Rule 9","['disqualification', 'confidential information', 'access to information', 'impartiality', 'speculation']",No,The Chair agreed with the Respondent and found that the Claimants' allegations are not supported by the record and thus could not be a basis to disqualify Mr. M.
,Optima v. USA (I),Decision on the Claimant's Proposal to Disqualify Mr. M. as Arbitrator,Arbitrator & Judge Challenge,Claimant,"The Claimants argued that Mr. M.'s acquiescence to practices contrary to international law during his tenure at the US Department of Justice, demonstrates a lack of impartiality.","ICSID Convention Art. 57, ICSID Convention Art. 14(1), ICSID Arbitration Rule 9","['disqualification', 'interrogation techniques', 'international law', 'impartiality', 'acquiescence']",Partial/Deferred,"In view of the Chair's decision to uphold the Disqualification Proposal due to Mr. M.'s ongoing advisory relationship with the Respondent, it has become moot to make a determination on this ground."
,Optima v. USA (I),Decision on the Claimant's Proposal to Disqualify Mr. M. as Arbitrator,Arbitrator & Judge Challenge,Respondent,The Respondent argued that Mr. M.'s former employment with the US government does not present a conflict of interest and does not require disqualification.,"ICSID Convention Art. 57, ICSID Convention Art. 14(1)","['former government employment', 'conflict of interest', 'disqualification', 'impartiality', 'disclosure']",Yes,"The Chair found that Mr. M.'s prior service in the US administration does not, by itself, justify exclusion from the Tribunal."
,Optima v. USA (I),Decision on the Claimant's Proposal to Disqualify Mr. M. as Arbitrator,Arbitrator & Judge Challenge,Respondent,The Respondent argued that Mr. M.'s advisory role with the Department of Homeland Security does not require his disqualification.,"ICSID Convention Art. 57, ICSID Convention Art. 14(1)","['HSAC', 'advisory role', 'disqualification', 'conflict of interest', 'impartiality']",No,"The Chair found that by serving on a tribunal while simultaneously acting as an advisor to one of the disputing parties, the arbitrator inevitably risks creating an appearance that he lacks impartiality and independence."
,Optima v. USA (I),Decision on the Claimant's Proposal to Disqualify Mr. M. as Arbitrator,Arbitrator & Judge Challenge,Respondent,The Respondent argued that Mr. M.'s public statements concerning international law and prosecution of asset forfeiture cannot give rise to a conflict of interest.,"ICSID Convention Art. 57, ICSID Convention Art. 14(1), Report of the ASIL-ICCA Joint Taskforce on Issue Conflicts in Investor-State Arbitration","['public statements', 'international law', 'asset forfeiture', 'conflict of interest', 'impartiality']",Yes,"The Chair found that the fact that Mr. M. espoused certain views as an advocate, acting on behalf of a client (in this case, the US Government), does not lead to the conclusion that he would not approach the matters in dispute in this case with an open mind."
,Optima v. USA (I),Decision on the Claimant's Proposal to Disqualify Mr. M. as Arbitrator,Arbitrator & Judge Challenge,Respondent,The Respondent argued that the Claimants' allegations regarding Mr. M.'s access to confidential information are mere speculation and should be rejected.,"ICSID Convention Art. 57, ICSID Convention Art. 14(1)","['confidential information', 'speculation', 'disqualification', 'evidence', 'impartiality']",Yes,The Chair agreed with the Respondent and found that the Claimants' allegations are not supported by the record and thus could not be a basis to disqualify Mr. M.
,Optima v. USA (I),Decision on the Claimant's Proposal to Disqualify Mr. M. as Arbitrator,Arbitrator & Judge Challenge,Respondent,The Respondent argued that the Claimants' arguments concerning interrogation techniques are irrelevant and should be stricken from the record.,"ICSID Convention Art. 57, ICSID Convention Art. 14(1)","['interrogation techniques', 'relevance', 'disqualification', 'record', 'impartiality']",Partial/Deferred,"In view of the Chair's decision to uphold the Disqualification Proposal due to Mr. M.'s ongoing advisory relationship with the Respondent, it has become moot to make a determination on this ground."
,Optima v. USA (I),Decision on the Respondent’s Objection Under Arbitration Rule 41(5),ICSID Arbitration Rule 41(5),Claimant,"The Claimants argued that the US violated the BIT by improperly exercising its statutory and judicial authority with respect to foreign property, exceeding the limits of prescriptive jurisdiction and adjudicatory comity.","BIT Article VIII, international law doctrines of prescriptive jurisdiction and adjudicatory comity","['prescriptive jurisdiction', 'adjudicatory comity', 'extraterritoriality', 'FET', 'BIT Article II and III']",Partial/Deferred,"The Tribunal found that these arguments involved novel, difficult, and disputed legal issues and contested facts, making them unsuitable for resolution under Rule 41(5)."
,Optima v. USA (I),Decision on the Respondent’s Objection Under Arbitration Rule 41(5),ICSID Arbitration Rule 41(5),Claimant,"The Claimants contended that the US measures (forfeiture actions, press release, lis pendens, and ex parte order) violated the BIT by freezing their assets and rendering them unusable, resulting in breaches of Articles II(3)(a), II(3)(b), II(7), and III.","BIT Articles II(3)(a), II(3)(b), II(7), and III","['FET', 'arbitrary treatment', 'effective means of redress', 'expropriation', 'freezing of assets']",Partial/Deferred,"The Tribunal found that these arguments involved complex interpretation and application of disputed treaty provisions and contested facts, making them unsuitable for resolution under Rule 41(5)."
,Optima v. USA (I),Decision on the Respondent’s Objection Under Arbitration Rule 41(5),ICSID Arbitration Rule 41(5),Claimant,"The Claimants argued that the ex parte procedures employed by the US to seize control of the CompuCom Campus and mandate the transfer of sale proceeds violated customary international law's minimum standards and due process, as well as Article 14 of the International Covenant on Civil and Political Rights, breaching Articles II(3) and III(1) of the BIT.","Customary international law, Article 14 of the International Covenant on Civil and Political Rights, BIT Articles II(3) and III(1)","['due process', 'ex parte', 'minimum standards', 'expropriation', 'arbitrary treatment']",Partial/Deferred,"The Tribunal found that these arguments involved complex interpretation and application of disputed treaty provisions and contested facts, making them unsuitable for resolution under Rule 41(5)."
,Optima v. USA (I),Decision on the Respondent’s Objection Under Arbitration Rule 41(5),ICSID Arbitration Rule 41(5),Claimant,The Claimants argued that the waiting period in Article VI of the BIT did not apply because the US had constructive notice of the dispute.,BIT Article VI,"['waiting period', 'consultation', 'notice', 'BIT Article VI', 'dispute']",No,"The Tribunal found that the issue of when a BIT dispute arose involved the weighing of factual allegations and legal interpretation, unsuitable for Rule 41(5)."
,Optima v. USA (I),Decision on the Respondent’s Objection Under Arbitration Rule 41(5),ICSID Arbitration Rule 41(5),Claimant,The Claimants argued that the MFN provision in the BIT authorized them to import shorter waiting periods from other US BITs.,BIT Article II(1) (MFN),"['MFN', 'waiting period', 'BIT Article VI', 'treaty interpretation']",No,"The Tribunal found that the issue of when a BIT dispute arose involved the weighing of factual allegations and legal interpretation, unsuitable for Rule 41(5)."
,Optima v. USA (I),Decision on the Respondent’s Objection Under Arbitration Rule 41(5),ICSID Arbitration Rule 41(5),Claimant,The Claimants argued that the waiting period is not jurisdictional and may be set aside where the Respondent shows no interest in resolving the dispute.,BIT Article VI,"['waiting period', 'jurisdictional', 'consultation', 'BIT Article VI', 'dispute']",No,"The Tribunal found that the issue of when a BIT dispute arose involved the weighing of factual allegations and legal interpretation, unsuitable for Rule 41(5)."
,Optima v. USA (I),Decision on the Respondent’s Objection Under Arbitration Rule 41(5),ICSID Arbitration Rule 41(5),Respondent,"The Respondent argued that the Claimants' claims are without foundation, even if the facts were true, and therefore manifestly lack legal merit under Arbitration Rule 41(5).",Arbitration Rule 41(5),"['manifestly without legal merit', 'Rule 41(5)', 'preliminary objections', 'legal merit']",No,The Tribunal found that the Respondent's objections did not meet the required threshold for summary dismissal under Rule 41(5).
,Optima v. USA (I),Decision on the Respondent’s Objection Under Arbitration Rule 41(5),ICSID Arbitration Rule 41(5),Respondent,"The Respondent argued that the Claimants failed to abide by the six-month cooling-off period in Article VI of the BIT, making the arbitration premature.",BIT Article VI,"['cooling-off period', 'waiting period', 'consultation', 'BIT Article VI', 'jurisdiction']",No,"The Tribunal found that the issue of when a BIT dispute arose involved the weighing of factual allegations and legal interpretation, unsuitable for Rule 41(5)."
,Optima v. USA (I),Decision on the Respondent’s Objection Under Arbitration Rule 41(5),ICSID Arbitration Rule 41(5),Respondent,The Respondent argued that the Claimants' claims are inchoate because there has been no final action by the US District Court in the underlying civil forfeiture proceedings.,"International law principles, BIT Articles II and III","['inchoate claims', 'finality', 'exhaustion of remedies', 'expropriation', 'arbitrary treatment']",No,"The Tribunal found that these arguments involved complex interpretation and application of disputed treaty provisions and contested facts, making them unsuitable for resolution under Rule 41(5)."
,Optima v. USA (I),Decision on the Respondent’s Objection Under Arbitration Rule 41(5),ICSID Arbitration Rule 41(5),Respondent,The Respondent argued that the principles of comity and prescriptive jurisdiction cannot bar the US from pursuing the measures complained of in this case.,Principles of comity and prescriptive jurisdiction,"['comity', 'prescriptive jurisdiction', 'extraterritoriality', 'FET', 'BIT Article II and III']",No,"The Tribunal found that these arguments involved novel, difficult, and disputed legal issues and contested facts, making them unsuitable for resolution under Rule 41(5)."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,The Claimant argued that the BIT applies to investments made before and after its entry into force.,BIT Article 10,"['BIT', 'investment', 'jurisdiction', 'Article 10', 'temporal limitation']",Yes,"The Tribunal agreed that Article 10 sets forth a legal and temporal limitation to its jurisdiction, and there is no wording that differentiates between so-called ""passive"" investors and ""active"" investors."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,"The Claimant argued that the ordinary meaning of the verb ""to make"" includes the act of acquiring an investment.","Black's Law Dictionary, VCLT Article 31(1)","['investment', 'make', 'acquire', 'VCLT', 'ordinary meaning']",Yes,"The Tribunal agreed that the ordinary meaning of ""to make"" includes acquiring an investment and that the context of the verb ""made"", as well as the object and purpose of the Treaty, equally demonstrate that Respondent's restrictive interpretation of Article 10 is not supported by the BIT."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,"The Claimant argued that the BIT's definition of ""national"" refers to the notion of incorporation and does not limit the categories of protected investors.",BIT Article 1(b),"['national', 'incorporation', 'investor', 'BIT', 'Article 1(b)']",Yes,"The Tribunal agreed that the BIT's definition of ""national"" refers to the notion of incorporation and that the Contracting Parties' desire to broaden the sphere of protected investors is evident."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,"The Claimant argued that the word ""of"" in Article 9 of the Treaty does not support the Respondent's case.",BIT Article 9,"['investment', 'national', 'BIT', 'Article 9', 'jurisdiction']",Yes,"The Tribunal agreed that the word ""of"" simply connotes the fact that the investments must belong to the investor in order to benefit from Treaty protection. An investment can belong both to an ""active"" and to a ""passive"" investor."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,The Claimant argued that the BIT does not require investors to be actively involved in the making of the investment in order to qualify for Treaty protection.,BIT Article 10,"['investment', 'active investor', 'passive investor', 'BIT', 'Article 10']",Yes,The Tribunal agreed that Article 10 of the BIT and the BIT more broadly do not require investors to be actively involved in the making of the investment in order to qualify for Treaty protection.
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,"The Claimant argued that its indirect shareholding in [...] would qualify as an ""investment"" under Article 25(1) of the ICSID Convention.","BIT Article 1(a)(2), ICSID Convention Article 25(1)","['investment', 'shareholding', 'ICSID Convention', 'BIT', 'Article 25(1)']",Yes,"The Tribunal agreed that Claimant's indirect shareholding in [...] meets the definition of the term ""investment"" in Article 1(a)(2) of the Treaty and would qualify as an ""investment"" under Article 25(1) of the ICSID Convention."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,"The Claimant argued that the term ""investment"" has an inherent meaning, encompassing contribution, duration, and risk.",ICSID Convention Article 25(1),"['investment', 'contribution', 'duration', 'risk', 'ICSID Convention', 'Article 25(1)']",Yes,The Tribunal agreed that Claimant has made an investment and the objection to jurisdiction ratione materiae must be dismissed.
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,The Claimant argued that the Respondent breached Article 3(1) of the Treaty through arbitrary conduct.,"BIT Article 3(1), Lemire v. Ukraine","['FET', 'arbitrary', 'Article 3(1)', 'Lemire v. Ukraine', 'conduct']",Yes,"The Tribunal agreed that Respondent violated the FET standard through arbitrary conduct, which consisted of its repudiation of the *ex ante* regulatory framework that governed the provision of postal services and its attempt to re-monopolize a part of the postal services market in the first half of 2013 with a view to protecting the national postal operator."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,The Claimant argued that the Respondent failed to ensure that [...] timely implemented separate cost accounting.,BIT Article 3(1),"['cost accounting', 'HAKOM', 'Article 3(1)', 'separate cost accounting']",No,"The Tribunal found that, while the implementation of separate cost accounting began considerably later than the deadline set by the 2009 PSA, nevertheless, by the time of Claimant's investment, both HAKOM and [...] had set in motion the projects that were necessary for its completion. Because the development and implementation of separate cost accounting is highly complex, the finalization of the project took a number of years. However, the Tribunal has found nothing in the record to demonstrate that Respondent was not committed to the completion of the project."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,The Claimant argued that the Respondent's treatment of value-added services was arbitrary.,BIT Article 3(1),"['value-added services', 'HAKOM', '2009 PSA', 'Article 3(1)', 'arbitrary']",No,"The Tribunal concluded that Respondent's treatment of value-added services was not arbitrary, but was reasoned, was applied consistently and uniformly on the market during the years when the 2009 PSA was in force. Respondent's conduct thus did not fall foul of the Treaty's Article 3(1). However, the Tribunal considers that Croatia's conduct was characterized by a lack of transparency and predictability, which resulted in a significant degree of confusion on the Croatian postal services market."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,The Claimant argued that HAKOM abdicated its regulatory mission to supervise [...]'s prices and discounts.,BIT Article 3(1),"['HAKOM', 'prices', 'discounts', 'Article 3(1)', 'regulatory mission']",Yes,"The Tribunal found that HAKOM utterly failed to regulate [...]'s prices and discounts and ignored repeated complaints from [...] alleging serious violations of the postal law. The Tribunal considers that HAKOM's conduct can only be explained by a desire to protect [...] from competition either before, or after the liberalization of the postal services market. No deference is due when a national regulatory authority manifestly refuses to fulfill its obligations. For these reasons, the Tribunal finds HAKOM's conduct was arbitrary and in violation of Article 3(1) of the Treaty."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,The Claimant argued that the CCA repudiated the applicable Croatian competition law principles.,BIT Article 3(1),"['CCA', 'competition law', '2012 CCA Decision', '2015 CCA Decision', 'Article 3(1)']",No,"The Tribunal found that the 2012 and 2015 CCA Decisions, despite containing a number of errors in the application of the relevant principles of competition law, nevertheless do not evidence a repudiation of these principles, a lack of due process or a failure by the CCA to discharge its duties under Croatian law. They do not therefore amount to violations of Article 3(1) of the Treaty."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,The Claimant argued that Respondent denied [...] timely and non-discriminatory access to [...]'s postal network.,BIT Article 3(1),"['network access', 'HAKOM', 'Article 3(1)', 'discrimination']",No,"The Tribunal found that Respondent did not breach Article 3(1) of the Treaty by arbitrarily denying [...] fair and non-discriminatory access terms to [...]'s network. For the same reasons, the Tribunal concludes that Claimant's claim for breach of its legitimate expectations fails."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,The Claimant argued that Respondent wrongfully established [...]'s compensation fund.,BIT Article 3(1),"['compensation fund', 'HAKOM', 'Article 3(1)', 'expropriation']",No,"The Tribunal found that Respondent did not breach Article 3(1) of the Treaty by establishing a compensation fund for [...]. Equally, Respondent's refusal to attempt to accommodate [...]'s requests for a reasonable extension of the payment deadline or for permission to pay in instalments do not amount to breaches of Article 3(1) of the Treaty."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,The Claimant argued that Respondent unlawfully excluded [...] from public procurement procedures.,BIT Article 3(1),"['public procurement', 'discrimination', 'Article 3(1)', 'exclusion']",Partial/Deferred,"The Tribunal held that Respondent's treatment of Claimant's investment in connection with actual public procurement procedures opened after 1 January 2013 does not amount to a violation of the FET standard. However, the Tribunal maintains its conclusion that Respondent engaged in arbitrary and bad faith conduct in the first half of 2013, when HAKOM and the Ministry of Transport (unsuccessfully) attempted to restrict competition on the postal services market in order to protect the national postal company, [...]."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,The Claimant argued that the Respondent breached Article 6 of the BIT.,BIT Article 6,"['expropriation', 'Article 6', 'indirect expropriation', 'compensation']",No,"The Tribunal concluded that the challenged conduct above, taken individually, is not expropriatory. The Tribunal also found that the series of actions and omissions above, which have been found to not be expropriatory when analyzed individually, cannot be considered, when examined cumulatively, to be unlawful and expropriatory."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Claimant,The Claimant argued that the Respondent's conduct caused damages.,"BIT Article 3(1), Article 6","['damages', 'causal link', 'Article 3(1)', 'Article 6']",No,"The Tribunal concluded that Claimant's damages claim must be dismissed because the calculation of damages is based on a finding of a Treaty breach consisting of a complex act that encompasses Respondent's treatment of value-added services, HAKOM's and the CCA's conduct with respect to [...]'s prices and discounts, HAKOM's decision regarding [...]'s compensation fund and the failure of the [...] transaction. Claimant did not isolate the losses allegedly stemming from these individual claims but only calculated their aggregate effect. The Tribunal also considers that Claimant has not succeeded in its attempt to establish a causal link between, on the one hand, HAKOM's conduct and, on the other hand, the losses allegedly incurred by [...]."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Respondent,The Respondent argued that the dispute resolution clause included in Article 9 of the Treaty is inapplicable due to its incompatibility with EU law.,"TFEU, VCLT Article 30, VCLT Article 351","['EU law', 'Article 9', 'jurisdiction', 'Achmea', 'VCLT Article 30', 'VCLT Article 351']",No,The Tribunal concluded that the *Achmea* judgment does not preclude it from exercising the jurisdiction granted to it pursuant to Article 9 of the Treaty and Article 25 of the ICSID Convention.
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Respondent,The Respondent argued that the Tribunal lacks jurisdiction ratione voluntatis.,BIT Article 10,"['jurisdiction', 'ratione voluntatis', 'Article 10', 'investor']",No,The Tribunal found that it has jurisdiction ratione personae and/or ratione voluntatis.
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Respondent,The Respondent argued that the Tribunal lacks jurisdiction ratione materiae.,ICSID Convention Article 25(1),"['jurisdiction', 'ratione materiae', 'investment', 'ICSID Convention', 'Article 25(1)']",No,"The Tribunal concluded that Claimant has made a qualifying ""investment"" under Article 25(1) of the ICSID Convention and the objection to jurisdiction ratione materiae is dismissed."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Respondent,The Respondent argued that the Tribunal lacks jurisdiction ratione temporis over claims pre-dating 1 April 2011.,"VCLT Article 28, BIT Article 9(1)","['jurisdiction', 'ratione temporis', 'VCLT Article 28', 'BIT Article 9(1)', 'temporal']",Yes,"The Tribunal agreed that it does not have jurisdiction ratione temporis over events which took place prior to 1 April 2011, but the legal basis of this finding is Article 9(1) of the Treaty."
IDS-621,B3 Croatian Courier v. Croatia,Award (Excerpts),Award (Final),Respondent,The Respondent argued that the 2012 CCA Decision was correct.,Croatian Competition Act,"['CCA', 'competition law', '2012 CCA Decision', 'predatory pricing']",Yes,"The Tribunal found that the 2012 CCA Decision, despite containing a number of errors in the application of the relevant principles of competition law, nevertheless do not evidence a repudiation of these principles, a lack of due process or a failure by the CCA to discharge its duties under Croatian law."
